model,part_id,horizon,target_month,prediction,lower,upper,fallback_level,origin_month,part_name,project,project_code,vendor,vendor_code,vendor_origin,category,category_code,oem,is_anomaly_part
xgboost,VRT-SNS-00238,1,2026-07-01,766.2334237861634,743.992652622995,791.0333171651532,,2026-06-01,Sensors A04 - VW Virtus (Aptiv India),VW Virtus,VRT,Aptiv India,APT,international,Sensors,SNS,Volkswagen,False
xgboost,VRT-SNS-00298,1,2026-07-01,1757.336366186142,1706.3277377920258,1814.2142746139534,,2026-06-01,Sensors B24 - VW Virtus (Bosch India),VW Virtus,VRT,Bosch India,BSH,international,Sensors,SNS,Volkswagen,False
xgboost,VRT-SNS-00358,1,2026-07-01,3311.800316562653,3215.6716556451747,3418.9899694721034,,2026-06-01,Sensors B10 - VW Virtus (Aptiv India),VW Virtus,VRT,Aptiv India,APT,international,Sensors,SNS,Volkswagen,False
xgboost,VRT-SNS-00418,1,2026-07-01,820.6855652046204,796.8642605133684,847.2478553409361,,2026-06-01,Sensors A09 - VW Virtus (Bosch India),VW Virtus,VRT,Bosch India,BSH,international,Sensors,SNS,Volkswagen,False
xgboost,VRT-SNS-00477,1,2026-07-01,3277.8332900428773,3182.6905595748785,3383.9235669528716,,2026-06-01,Sensors C22 - VW Virtus (Bosch India),VW Virtus,VRT,Bosch India,BSH,international,Sensors,SNS,Volkswagen,False
xgboost,KDQ-BDY-00011,2,2026-08-01,757.8801214188337,728.0876445348749,790.2090387513601,,2026-06-01,Body Stampings A34 - SKODA Kodiaq (Bharat Forge),SKODA Kodiaq,KDQ,Bharat Forge,BFL,domestic,Body Stampings,BDY,SKODA,False
xgboost,KDQ-BDY-00071,2,2026-08-01,707.7964316463471,679.9727584394352,737.9889273726022,,2026-06-01,Body Stampings A24 - SKODA Kodiaq (JBM Auto),SKODA Kodiaq,KDQ,JBM Auto,JBM,domestic,Body Stampings,BDY,SKODA,False
xgboost,KDQ-BDY-00131,2,2026-08-01,1452.4431882524489,1395.3472453871514,1514.4001052320075,,2026-06-01,Body Stampings A01 - SKODA Kodiaq (Endurance Technologies),SKODA Kodiaq,KDQ,Endurance Technologies,END,domestic,Body Stampings,BDY,SKODA,False
xgboost,KDQ-BDY-00191,2,2026-08-01,1605.2124695301056,1542.1111240260334,1673.6860707791088,,2026-06-01,Body Stampings C18 - SKODA Kodiaq (Endurance Technologies),SKODA Kodiaq,KDQ,Endurance Technologies,END,domestic,Body Stampings,BDY,SKODA,False
xgboost,KDQ-BDY-00251,2,2026-08-01,863.1970839977264,829.264568228401,900.0185104760945,,2026-06-01,Body Stampings A05 - SKODA Kodiaq (Endurance Technologies),SKODA Kodiaq,KDQ,Endurance Technologies,END,domestic,Body Stampings,BDY,SKODA,False
xgboost,KDQ-BDY-00311,2,2026-08-01,910.6206600582599,874.8239104165734,949.4650355845639,,2026-06-01,Body Stampings C29 - SKODA Kodiaq (Endurance Technologies),SKODA Kodiaq,KDQ,Endurance Technologies,END,domestic,Body Stampings,BDY,SKODA,False
xgboost,KDQ-BDY-00371,2,2026-08-01,756.3671248590946,726.6341242877579,788.631502247477,,2026-06-01,Body Stampings B17 - SKODA Kodiaq (Sandhar Technologies),SKODA Kodiaq,KDQ,Sandhar Technologies,SND,domestic,Body Stampings,BDY,SKODA,False
xgboost,KDQ-BDY-00431,2,2026-08-01,1270.6850112056732,1220.7340324779746,1324.888663632976,,2026-06-01,Body Stampings B22 - SKODA Kodiaq (Endurance Technologies),SKODA Kodiaq,KDQ,Endurance Technologies,END,domestic,Body Stampings,BDY,SKODA,False
xgboost,KDQ-BRK-00029,2,2026-08-01,1873.4146586179734,1799.7702109888996,1953.3289694915961,,2026-06-01,Braking A03 - SKODA Kodiaq (Rane Group),SKODA Kodiaq,KDQ,Rane Group,RNE,domestic,Braking,BRK,SKODA,False
xgboost,KDQ-BRK-00089,2,2026-08-01,2115.0315860271453,2031.8891102519647,2205.252558141238,,2026-06-01,Braking A06 - SKODA Kodiaq (Endurance Technologies),SKODA Kodiaq,KDQ,Endurance Technologies,END,domestic,Braking,BRK,SKODA,False
xgboost,KDQ-BRK-00149,2,2026-08-01,4230.527118530274,4064.223929115809,4410.988853338585,,2026-06-01,Braking A22 - SKODA Kodiaq (Bosch India),SKODA Kodiaq,KDQ,Bosch India,BSH,international,Braking,BRK,SKODA,False
xgboost,KDQ-BRK-00209,2,2026-08-01,3601.3869408702853,3459.8154255952804,3755.011422372542,,2026-06-01,Braking C35 - SKODA Kodiaq (ZF India),SKODA Kodiaq,KDQ,ZF India,ZFI,international,Braking,BRK,SKODA,False
xgboost,KDQ-BRK-00269,2,2026-08-01,2527.3657867574693,2428.014339673309,2635.1757124699598,,2026-06-01,Braking B02 - SKODA Kodiaq (Endurance Technologies),SKODA Kodiaq,KDQ,Endurance Technologies,END,domestic,Braking,BRK,SKODA,False
xgboost,KDQ-BRK-00329,2,2026-08-01,4154.259223337173,3990.9541459463817,4331.467596025091,,2026-06-01,Braking C08 - SKODA Kodiaq (Rane Group),SKODA Kodiaq,KDQ,Rane Group,RNE,domestic,Braking,BRK,SKODA,False
xgboost,KDQ-BRK-00389,2,2026-08-01,3755.8676799106597,3608.223484119558,3916.081851392585,,2026-06-01,Braking A10 - SKODA Kodiaq (ZF India),SKODA Kodiaq,KDQ,ZF India,ZFI,international,Braking,BRK,SKODA,False
xgboost,KDQ-BRK-00448,2,2026-08-01,2885.691470514536,2772.2541418396627,3008.786506735818,,2026-06-01,Braking A07 - SKODA Kodiaq (ZF India),SKODA Kodiaq,KDQ,ZF India,ZFI,international,Braking,BRK,SKODA,False
xgboost,KDQ-CHS-00017,2,2026-08-01,2075.4064104938507,1993.8216113125468,2163.9370901884713,,2026-06-01,Chassis B22 - SKODA Kodiaq (Gabriel India),SKODA Kodiaq,KDQ,Gabriel India,GAB,domestic,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00077,2,2026-08-01,4180.220112886429,4015.8945057575897,4358.53590009598,,2026-06-01,Chassis A20 - SKODA Kodiaq (ZF India),SKODA Kodiaq,KDQ,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00137,2,2026-08-01,3034.1874439638855,2914.9126975611684,3163.616877821656,,2026-06-01,Chassis A10 - SKODA Kodiaq (ZF India),SKODA Kodiaq,KDQ,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00197,2,2026-08-01,4687.363395361901,4503.101845736352,4887.31241029644,,2026-06-01,Chassis B38 - SKODA Kodiaq (Endurance Technologies),SKODA Kodiaq,KDQ,Endurance Technologies,END,domestic,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00257,2,2026-08-01,5289.159655785561,5081.241328958942,5514.779513646865,,2026-06-01,Chassis C32 - SKODA Kodiaq (Gabriel India),SKODA Kodiaq,KDQ,Gabriel India,GAB,domestic,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00317,2,2026-08-01,3477.9675387388465,3341.2476742475424,3626.327314734291,,2026-06-01,Chassis A20 - SKODA Kodiaq (Sona BLW),SKODA Kodiaq,KDQ,Sona BLW,SNA,domestic,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00377,2,2026-08-01,3148.591860358715,3024.819844751358,3282.9014471794376,,2026-06-01,Chassis A36 - SKODA Kodiaq (Bharat Forge),SKODA Kodiaq,KDQ,Bharat Forge,BFL,domestic,Chassis,CHS,SKODA,False
xgboost,KDQ-CHS-00436,2,2026-08-01,2027.3912424755097,1947.6939328098138,2113.873737564541,,2026-06-01,Chassis A05 - SKODA Kodiaq (ZF India),SKODA Kodiaq,KDQ,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KDQ-ELC-00047,2,2026-08-01,2925.2960617321733,2810.3018656385566,3050.0805123070954,,2026-06-01,Electrical A08 - SKODA Kodiaq (Bosch India),SKODA Kodiaq,KDQ,Bosch India,BSH,international,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00107,2,2026-08-01,5329.088002438545,5119.600081277606,5556.411085099771,,2026-06-01,Electrical C27 - SKODA Kodiaq (Bosch India),SKODA Kodiaq,KDQ,Bosch India,BSH,international,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00167,2,2026-08-01,3839.5435983407497,3688.6100790865844,4003.327136234589,,2026-06-01,Electrical C10 - SKODA Kodiaq (Minda Industries),SKODA Kodiaq,KDQ,Minda Industries,MND,domestic,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00227,2,2026-08-01,4378.524673725962,4206.403659542858,4565.299545126879,,2026-06-01,Electrical B08 - SKODA Kodiaq (Aptiv India),SKODA Kodiaq,KDQ,Aptiv India,APT,international,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00287,2,2026-08-01,1857.0564491605758,1784.055047263075,1936.2729673539177,,2026-06-01,Electrical C39 - SKODA Kodiaq (Varroc Engineering),SKODA Kodiaq,KDQ,Varroc Engineering,VRC,domestic,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00347,2,2026-08-01,5786.261237227916,5558.801709945512,6033.085973642087,,2026-06-01,Electrical A35 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00407,2,2026-08-01,5772.7433507537835,5545.815215322041,6018.991454238838,,2026-06-01,Electrical B09 - SKODA Kodiaq (Bosch India),SKODA Kodiaq,KDQ,Bosch India,BSH,international,Electrical,ELC,SKODA,False
xgboost,KDQ-ELC-00466,2,2026-08-01,1757.2264447939397,1688.1493879390962,1832.1845111988475,,2026-06-01,Electrical A15 - SKODA Kodiaq (Varroc Engineering),SKODA Kodiaq,KDQ,Varroc Engineering,VRC,domestic,Electrical,ELC,SKODA,False
xgboost,KDQ-FST-00005,2,2026-08-01,47.02132924735547,45.17290780831278,49.02711963971643,,2026-06-01,Fasteners A03 - SKODA Kodiaq (JBM Auto),SKODA Kodiaq,KDQ,JBM Auto,JBM,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00065,2,2026-08-01,50.86374876499176,48.86428075351313,53.0334453734308,,2026-06-01,Fasteners A18 - SKODA Kodiaq (Sandhar Technologies),SKODA Kodiaq,KDQ,Sandhar Technologies,SND,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00125,2,2026-08-01,27.97777669131756,26.87796256269233,29.171225634282553,,2026-06-01,Fasteners A25 - SKODA Kodiaq (JBM Auto),SKODA Kodiaq,KDQ,JBM Auto,JBM,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00185,2,2026-08-01,31.366864376068115,30.13382427455866,32.70488174416592,,2026-06-01,Fasteners A01 - SKODA Kodiaq (JBM Auto),SKODA Kodiaq,KDQ,JBM Auto,JBM,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00245,2,2026-08-01,33.68426889240742,32.360130979340944,35.12113986138144,,2026-06-01,Fasteners B23 - SKODA Kodiaq (Bharat Forge),SKODA Kodiaq,KDQ,Bharat Forge,BFL,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00305,2,2026-08-01,61.228936704993245,58.8220102929403,63.840781477209255,,2026-06-01,Fasteners C27 - SKODA Kodiaq (Sandhar Technologies),SKODA Kodiaq,KDQ,Sandhar Technologies,SND,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00365,2,2026-08-01,46.44123853206635,44.61562061925086,48.422283975655155,,2026-06-01,Fasteners A16 - SKODA Kodiaq (Sandhar Technologies),SKODA Kodiaq,KDQ,Sandhar Technologies,SND,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-FST-00425,2,2026-08-01,80.87567067146301,77.69642572116216,84.32558682239134,,2026-06-01,Fasteners B09 - SKODA Kodiaq (Bharat Forge),SKODA Kodiaq,KDQ,Bharat Forge,BFL,domestic,Fasteners,FST,SKODA,False
xgboost,KDQ-HVC-00041,2,2026-08-01,5856.055319838523,5625.852167892998,6105.857264736264,,2026-06-01,HVAC A39 - SKODA Kodiaq (Valeo India),SKODA Kodiaq,KDQ,Valeo India,VLO,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00101,2,2026-08-01,6530.603444462418,6273.883619441536,6809.179610957304,,2026-06-01,HVAC C34 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00161,2,2026-08-01,5804.50945186615,5576.332582226533,6052.112602973928,,2026-06-01,HVAC A29 - SKODA Kodiaq (Valeo India),SKODA Kodiaq,KDQ,Valeo India,VLO,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00221,2,2026-08-01,7635.572003078461,7335.415558848673,7961.282849817583,,2026-06-01,HVAC A16 - SKODA Kodiaq (Mahle India),SKODA Kodiaq,KDQ,Mahle India,MHL,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00281,2,2026-08-01,9455.48748344779,9083.78965906126,9858.830524849702,,2026-06-01,HVAC B06 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00341,2,2026-08-01,6298.384461221694,6050.793228566137,6567.054854890427,,2026-06-01,HVAC A22 - SKODA Kodiaq (Valeo India),SKODA Kodiaq,KDQ,Valeo India,VLO,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00401,2,2026-08-01,9426.06633711517,9055.525066116494,9828.154359707727,,2026-06-01,HVAC A10 - SKODA Kodiaq (Mahle India),SKODA Kodiaq,KDQ,Mahle India,MHL,international,HVAC,HVC,SKODA,False
xgboost,KDQ-HVC-00460,2,2026-08-01,5574.511204890609,5355.375629860411,5812.303313192333,,2026-06-01,HVAC A13 - SKODA Kodiaq (Subros),SKODA Kodiaq,KDQ,Subros,SUB,domestic,HVAC,HVC,SKODA,False
xgboost,KDQ-ITR-00023,2,2026-08-01,850.212942802906,816.7908372099031,886.4805043421393,,2026-06-01,Interior Trim A12 - SKODA Kodiaq (Minda Industries),SKODA Kodiaq,KDQ,Minda Industries,MND,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00083,2,2026-08-01,1482.7778323405983,1424.4894262383875,1546.0287352333926,,2026-06-01,Interior Trim C37 - SKODA Kodiaq (Sandhar Technologies),SKODA Kodiaq,KDQ,Sandhar Technologies,SND,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00143,2,2026-08-01,2915.9503670477866,2801.323552793303,3040.336158016357,,2026-06-01,Interior Trim B06 - SKODA Kodiaq (Sandhar Technologies),SKODA Kodiaq,KDQ,Sandhar Technologies,SND,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00203,2,2026-08-01,758.2460786795616,728.4392159146138,790.5906066630273,,2026-06-01,Interior Trim B38 - SKODA Kodiaq (Lumax Industries),SKODA Kodiaq,KDQ,Lumax Industries,LUM,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00263,2,2026-08-01,1329.4996044111251,1277.2366077811328,1386.2121128803644,,2026-06-01,Interior Trim C34 - SKODA Kodiaq (Lumax Industries),SKODA Kodiaq,KDQ,Lumax Industries,LUM,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00323,2,2026-08-01,929.1041614675522,892.5808202807015,968.7369883230164,,2026-06-01,Interior Trim A39 - SKODA Kodiaq (Varroc Engineering),SKODA Kodiaq,KDQ,Varroc Engineering,VRC,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00383,2,2026-08-01,1086.255311871171,1043.5543155600215,1132.5917405318899,,2026-06-01,Interior Trim A36 - SKODA Kodiaq (Varroc Engineering),SKODA Kodiaq,KDQ,Varroc Engineering,VRC,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-ITR-00442,2,2026-08-01,2677.8815026181933,2572.613241174187,2792.1119821858206,,2026-06-01,Interior Trim B15 - SKODA Kodiaq (Sandhar Technologies),SKODA Kodiaq,KDQ,Sandhar Technologies,SND,domestic,Interior Trim,ITR,SKODA,False
xgboost,KDQ-LGT-00053,2,2026-08-01,8878.471573841573,8529.456404221653,9257.200828558738,,2026-06-01,Lighting B36 - SKODA Kodiaq (Minda Industries),SKODA Kodiaq,KDQ,Minda Industries,MND,domestic,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00113,2,2026-08-01,2299.4719585275648,2209.0790807707353,2397.560609693832,,2026-06-01,Lighting A24 - SKODA Kodiaq (Valeo India),SKODA Kodiaq,KDQ,Valeo India,VLO,international,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00173,2,2026-08-01,10798.39759955406,10373.909607619093,11259.025202064839,,2026-06-01,Lighting C36 - SKODA Kodiaq (Minda Industries),SKODA Kodiaq,KDQ,Minda Industries,MND,domestic,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00233,2,2026-08-01,3707.0168554651736,3561.2929990746225,3865.1471957177387,,2026-06-01,Lighting A17 - SKODA Kodiaq (Lumax Industries),SKODA Kodiaq,KDQ,Lumax Industries,LUM,domestic,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00293,2,2026-08-01,2078.1673411130905,1996.4740089866316,2166.815793916185,,2026-06-01,Lighting B15 - SKODA Kodiaq (Lumax Industries),SKODA Kodiaq,KDQ,Lumax Industries,LUM,domestic,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00353,2,2026-08-01,4293.704439593554,4124.917732239808,4476.861131469906,,2026-06-01,Lighting A38 - SKODA Kodiaq (Valeo India),SKODA Kodiaq,KDQ,Valeo India,VLO,international,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00413,2,2026-08-01,7170.898047249318,6889.008064556613,7476.787281730744,,2026-06-01,Lighting C38 - SKODA Kodiaq (Valeo India),SKODA Kodiaq,KDQ,Valeo India,VLO,international,Lighting,LGT,SKODA,False
xgboost,KDQ-LGT-00472,2,2026-08-01,5888.458171458244,5656.981254466543,6139.6423258661,,2026-06-01,Lighting B30 - SKODA Kodiaq (Minda Industries),SKODA Kodiaq,KDQ,Minda Industries,MND,domestic,Lighting,LGT,SKODA,False
xgboost,KDQ-PWT-00035,2,2026-08-01,7506.306661462784,7211.23167351235,7826.503432261728,,2026-06-01,Powertrain C29 - SKODA Kodiaq (Mahle India),SKODA Kodiaq,KDQ,Mahle India,MHL,international,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00095,2,2026-08-01,4137.524675801396,3974.877438095976,4314.019202343213,,2026-06-01,Powertrain A38 - SKODA Kodiaq (Endurance Technologies),SKODA Kodiaq,KDQ,Endurance Technologies,END,domestic,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00155,2,2026-08-01,13142.018855867982,12625.40246508707,13702.618387596644,,2026-06-01,Powertrain A15 - SKODA Kodiaq (Endurance Technologies),SKODA Kodiaq,KDQ,Endurance Technologies,END,domestic,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00215,2,2026-08-01,14975.581012272834,14386.886786731293,15614.394865373968,,2026-06-01,Powertrain B38 - SKODA Kodiaq (Sona BLW),SKODA Kodiaq,KDQ,Sona BLW,SNA,domestic,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00275,2,2026-08-01,20496.118746067285,19690.410657550703,21370.422359333672,,2026-06-01,Powertrain A13 - SKODA Kodiaq (Mahle India),SKODA Kodiaq,KDQ,Mahle India,MHL,international,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00335,2,2026-08-01,4573.032413542271,4393.265246387929,4768.104408014954,,2026-06-01,Powertrain A11 - SKODA Kodiaq (Sona BLW),SKODA Kodiaq,KDQ,Sona BLW,SNA,domestic,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00395,2,2026-08-01,9322.941712322832,8956.454298805655,9720.630744394806,,2026-06-01,Powertrain A15 - SKODA Kodiaq (ZF India),SKODA Kodiaq,KDQ,ZF India,ZFI,international,Powertrain,PWT,SKODA,False
xgboost,KDQ-PWT-00454,2,2026-08-01,9112.754442064763,8754.529548190854,9501.477508817841,,2026-06-01,Powertrain A03 - SKODA Kodiaq (Sona BLW),SKODA Kodiaq,KDQ,Sona BLW,SNA,domestic,Powertrain,PWT,SKODA,False
xgboost,KDQ-SNS-00059,2,2026-08-01,1479.3354769992827,1421.1823908362474,1542.4395392267616,,2026-06-01,Sensors B29 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00119,2,2026-08-01,2499.1362483024595,2400.894512171387,2605.7419856621286,,2026-06-01,Sensors A21 - SKODA Kodiaq (Continental India),SKODA Kodiaq,KDQ,Continental India,CNT,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00179,2,2026-08-01,1678.8154456812144,1612.820746857006,1750.4287315111542,,2026-06-01,Sensors A30 - SKODA Kodiaq (Continental India),SKODA Kodiaq,KDQ,Continental India,CNT,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00239,2,2026-08-01,2169.468274855614,2084.1858778082865,2262.011354600261,,2026-06-01,Sensors C39 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00299,2,2026-08-01,4425.989409697652,4252.002543634712,4614.7889859061925,,2026-06-01,Sensors B08 - SKODA Kodiaq (Bosch India),SKODA Kodiaq,KDQ,Bosch India,BSH,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00359,2,2026-08-01,2292.3230365872387,2202.211184926269,2390.1067359545423,,2026-06-01,Sensors A23 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00419,2,2026-08-01,1726.354788131714,1658.4913046263825,1799.9959612603043,,2026-06-01,Sensors A23 - SKODA Kodiaq (Continental India),SKODA Kodiaq,KDQ,Continental India,CNT,international,Sensors,SNS,SKODA,False
xgboost,KDQ-SNS-00478,2,2026-08-01,3153.196933965683,3029.2438916430087,3287.7029595631225,,2026-06-01,Sensors A39 - SKODA Kodiaq (Denso India),SKODA Kodiaq,KDQ,Denso India,DNS,international,Sensors,SNS,SKODA,False
xgboost,KUS-BDY-00006,2,2026-08-01,772.8050396251678,742.425860084561,805.7706096858116,,2026-06-01,Body Stampings A27 - SKODA Kushaq (Sandhar Technologies),SKODA Kushaq,KUS,Sandhar Technologies,SND,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00066,2,2026-08-01,570.8454751253129,548.4053818422952,595.1960493829191,,2026-06-01,Body Stampings A29 - SKODA Kushaq (Endurance Technologies),SKODA Kushaq,KUS,Endurance Technologies,END,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00126,2,2026-08-01,485.3293790233135,466.2509470958617,506.0320903493704,,2026-06-01,Body Stampings B23 - SKODA Kushaq (Endurance Technologies),SKODA Kushaq,KUS,Endurance Technologies,END,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00186,2,2026-08-01,638.1709326553345,613.0842570428978,665.3934111750394,,2026-06-01,Body Stampings B19 - SKODA Kushaq (JBM Auto),SKODA Kushaq,KUS,JBM Auto,JBM,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00246,2,2026-08-01,1082.651410316229,1040.092084370528,1128.8341072294702,,2026-06-01,Body Stampings A39 - SKODA Kushaq (Bharat Forge),SKODA Kushaq,KUS,Bharat Forge,BFL,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00306,2,2026-08-01,538.9657147914171,517.7788236916625,561.9563930611384,,2026-06-01,Body Stampings A12 - SKODA Kushaq (Sandhar Technologies),SKODA Kushaq,KUS,Sandhar Technologies,SND,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00366,2,2026-08-01,818.1690217852592,786.0065715773354,853.0696847289071,,2026-06-01,Body Stampings A32 - SKODA Kushaq (Bharat Forge),SKODA Kushaq,KUS,Bharat Forge,BFL,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BDY-00426,2,2026-08-01,1950.3180321890118,1873.650491705722,2033.5128128051526,,2026-06-01,Body Stampings B27 - SKODA Kushaq (Sandhar Technologies),SKODA Kushaq,KUS,Sandhar Technologies,SND,domestic,Body Stampings,BDY,SKODA,False
xgboost,KUS-BRK-00024,2,2026-08-01,2380.736927807331,2287.149501664392,2482.292101448099,,2026-06-01,Braking A30 - SKODA Kushaq (ZF India),SKODA Kushaq,KUS,ZF India,ZFI,international,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00084,2,2026-08-01,1377.907616840601,1323.741687872703,1436.6850674924306,,2026-06-01,Braking A20 - SKODA Kushaq (Continental India),SKODA Kushaq,KUS,Continental India,CNT,international,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00144,2,2026-08-01,3869.829447500706,3717.705383151731,4034.90488986092,,2026-06-01,Braking C07 - SKODA Kushaq (Rane Group),SKODA Kushaq,KUS,Rane Group,RNE,domestic,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00204,2,2026-08-01,5110.330719337463,4909.442207391513,5328.322265359328,,2026-06-01,Braking B39 - SKODA Kushaq (Continental India),SKODA Kushaq,KUS,Continental India,CNT,international,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00264,2,2026-08-01,6983.490963923931,6708.96800543475,7281.3859682716875,,2026-06-01,Braking B21 - SKODA Kushaq (Bosch India),SKODA Kushaq,KUS,Bosch India,BSH,international,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00324,2,2026-08-01,4898.650830162764,4706.0835131219255,5107.612740171383,,2026-06-01,Braking C30 - SKODA Kushaq (Rane Group),SKODA Kushaq,KUS,Rane Group,RNE,domestic,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00384,2,2026-08-01,4004.5734241461755,3847.1525368617376,4175.396644761705,,2026-06-01,Braking C25 - SKODA Kushaq (Continental India),SKODA Kushaq,KUS,Continental India,CNT,international,Braking,BRK,SKODA,False
xgboost,KUS-BRK-00443,2,2026-08-01,3385.4262026953697,3252.3441636819584,3529.8384398674048,,2026-06-01,Braking A21 - SKODA Kushaq (ZF India),SKODA Kushaq,KUS,ZF India,ZFI,international,Braking,BRK,SKODA,False
xgboost,KUS-CHS-00012,2,2026-08-01,3381.9619658589363,3249.016106952317,3526.226428965997,,2026-06-01,Chassis A26 - SKODA Kushaq (ZF India),SKODA Kushaq,KUS,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KUS-CHS-00072,2,2026-08-01,2870.6688542246816,2757.8220687451017,2993.1230702074754,,2026-06-01,Chassis B09 - SKODA Kushaq (ZF India),SKODA Kushaq,KUS,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KUS-CHS-00132,2,2026-08-01,5725.888534129858,5500.802274479944,5970.13795015702,,2026-06-01,Chassis C29 - SKODA Kushaq (ZF India),SKODA Kushaq,KUS,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KUS-CHS-00192,2,2026-08-01,2025.6694495081902,1946.0398239995636,2112.0784980178337,,2026-06-01,Chassis A32 - SKODA Kushaq (ZF India),SKODA Kushaq,KUS,ZF India,ZFI,international,Chassis,CHS,SKODA,False
xgboost,KUS-CHS-00252,2,2026-08-01,2069.3604489147665,1988.0133181529072,2157.6332258269263,,2026-06-01,Chassis A34 - SKODA Kushaq (Gabriel India),SKODA Kushaq,KUS,Gabriel India,GAB,domestic,Chassis,CHS,SKODA,False
